headword_lang,head,pos,additional_pos,trans(no paren),trans(with paren),original_html
Portuguese,Aguiar da Beira,Pronunciation,," IPA: /ɐɣiˈaɾ ðɐ ˈβɐjɾɐ/,  Audio "," (Portugal) IPA(key): /ɐɣiˈaɾ ðɐ ˈβɐjɾɐ/,  Audio (Portugal)(file)","<li id=""mwAg""> <span class=""ib-brac"" id=""mwAw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/European%20Portuguese"" title=""w:European Portuguese"">Portugal</a></span></span><span class=""ib-brac"" id=""mwBA""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ɐɣiˈaɾ ðɐ ˈβɐjɾɐ/</span></li>, <li id=""mwBw""> <table class=""audiotable"" id=""mwCA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Portugal)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Portuguese,Aguiar da Beira,Proper noun,,"A village and municipality in Guarda district, Portugal."," A village and municipality in Guarda district, Portugal.","<li id=""mwDg""> <span id=""mwDw"">A village and municipality in </span><span class=""Latn"" lang=""en""><a href=""Guarda.html"" title=""Guarda"">Guarda</a> district</span><span>, </span><span class=""Latn"" lang=""en""><a href=""Portugal.html"" title=""Portugal"">Portugal</a></span><span>.</span></li>"
Portuguese,Aguiar da Beira,Related terms,,aguiarense, aguiarense,"<li id=""mwEg""> <span class=""Latn"" id=""mwEw"" lang=""pt"">aguiarense</span></li>"
Portuguese,Ahasvero,Proper noun, m,Alternative form of Assuero, Alternative form of Assuero,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Assuero.html"" title=""Assuero"">Assuero</a></i></span></span></li>"
Portuguese,Ahmadia,Alternative forms,,Ahmadiyya, Ahmadiyya,"<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""pt""><a href=""Ahmadiyya.html"" title=""Ahmadiyya"">Ahmadiyya</a></span></li>"
Portuguese,Ahmadia,Noun, f (uncountable),Ahmadiyya , Ahmadiyya (Islamic denomination founded by Mirza Ghulam Ahmed),"<li id=""mwBw""> <span class=""Latn"" id=""mwCA"" lang=""en""><a href=""Ahmadiyya.html"" title=""Ahmadiyya"">Ahmadiyya</a></span> <span class=""gloss-brac"" id=""mwCQ"">(</span><span class=""gloss-content"">Islamic denomination founded by Mirza Ghulam Ahmed</span><span class=""gloss-brac"" id=""mwCg"">)</span></li>"
Portuguese,Ahmedabade,Proper noun, f,Rare form of Ahmedabad., Rare form of Ahmedabad.,"<li id=""mwBQ""> <span class=""use-with-mention"" id=""mwBg"">Rare form of <i class=""Latn mention"" lang=""pt""><a href=""Ahmedabad.html"" title=""Ahmedabad"">Ahmedabad</a></i></span><span>.</span></li>"
Portuguese,Ahura-Masda,Proper noun, m,Rare spelling of Ahura Mazda., Rare spelling of Ahura Mazda.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">Rare spelling of <i class=""Latn mention"" lang=""pt""><a href=""Ahura_Mazda.html"" title=""Ahura Mazda"">Ahura Mazda</a></i></span><span>.</span></li>"
Portuguese,Ahura-Mazda,Proper noun, m,Alternative spelling of Ahura Mazda, Alternative spelling of Ahura Mazda,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Ahura_Mazda.html"" title=""Ahura Mazda"">Ahura Mazda</a></i></span></span></li>"
Portuguese,Ahura Masda,Proper noun, m,Rare spelling of Ahura Mazda., Rare spelling of Ahura Mazda.,"<li id=""mwBg""> <span class=""use-with-mention"" id=""mwBw"">Rare spelling of <i class=""Latn mention"" lang=""pt""><a href=""Ahura_Mazda.html"" title=""Ahura Mazda"">Ahura Mazda</a></i></span><span>.</span></li>"
Portuguese,Aiaie,Proper noun, f,Alternative form of Eeia, Alternative form of Eeia,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Eeia.html"" title=""Eeia"">Eeia</a></i></span></span></li>"
Portuguese,Aimorés,Proper noun,,Aimorés ," Aimorés (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Aimor%C3%A9s.html"" title=""Aimorés"">Aimorés</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Aiquara,Proper noun,,Aiquara ," Aiquara (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Aiquara"">Aiquara</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Aiuruoca,Proper noun,,Aiuruoca ," Aiuruoca (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Aiuruoca"">Aiuruoca</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Ajuricaba,Proper noun,,Ajuricaba ," Ajuricaba (municipality in the state of Rio Grande do Sul, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Ajuricaba"">Ajuricaba</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Rio Grande do Sul, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Akrotiri e Dhekelia,Proper noun,,Akrotiri and Dhekelia , Akrotiri and Dhekelia (an overseas territory of the United Kingdom in Cyprus),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Akrotiri_and_Dhekelia.html"" title=""Akrotiri and Dhekelia"">Akrotiri and Dhekelia</a></span><span> (an overseas territory of the </span><span class=""Latn"" lang=""en""><a href=""United_Kingdom.html"" title=""United Kingdom"">United Kingdom</a></span><span> in </span><span class=""Latn"" lang=""en""><a href=""Cyprus.html"" title=""Cyprus"">Cyprus</a></span><span>)</span></li>"
Portuguese,Al-Corão,Proper noun, m, Alternative spelling of Alcorão, (uncommon) Alternative spelling of Alcorão,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">uncommon</span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""form-of-definition"" id=""mwCQ"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Alcor%C3%A3o.html"" title=""Alcorão"">Alcorão</a></i></span></span></li>"
Portuguese,Al-Lat,Proper noun, f,Alternative spelling of Allat, Alternative spelling of Allat,"<li id=""mwBg""> <span class=""form-of-definition"" id=""mwBw"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Allat.html"" title=""Allat"">Allat</a></i></span></span></li>"
Portuguese,Al Corão,Proper noun, m, Alternative spelling of Alcorão, (uncommon) Alternative spelling of Alcorão,"<li id=""mwBg""> <span class=""ib-brac"" id=""mwBw"">(</span><span class=""ib-content"">uncommon</span><span class=""ib-brac"" id=""mwCA"">)</span> <span class=""form-of-definition"" id=""mwCQ"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Alcor%C3%A3o.html"" title=""Alcorão"">Alcorão</a></i></span></span></li>"
Portuguese,Al Jazira,Proper noun, f,Al Jazeera , Al Jazeera (Arabic satellite TV news channel),"<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href=""Al_Jazeera.html"" title=""Al Jazeera"">Al Jazeera</a></span> <span class=""gloss-brac"" id=""mwBw"">(</span><span class=""gloss-content"">Arabic satellite TV news channel</span><span class=""gloss-brac"" id=""mwCA"">)</span></li>"
Portuguese,Aladim,Alternative forms,,"Aladdin, Aladin"," Aladdin, Aladin","<li id=""mwAg""> <span class=""Latn"" id=""mwAw"" lang=""pt""><a href=""Aladdin.html"" title=""Aladdin"">Aladdin</a></span>, <span class=""Latn"" id=""mwBA"" lang=""pt""><a href=""Aladin.html"" title=""Aladin"">Aladin</a></span></li>"
Portuguese,Aladim,Etymology,,Borrowing from Arabic عَلَاء اَلدّْيْن ‎.,Borrowing from Arabic عَلَاء اَلدّْيْن ‎(ʿalāʾ ad-dyn).,"<p id=""mwBQ"">Borrowing<span> from </span><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Arabic%20language"" title=""w:Arabic language"">Arabic</a></span><span> </span><i class=""Arab mention"" lang=""ar"">عَلَاء اَلدّْيْن</i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">ʿalāʾ ad-dyn</span><span class=""mention-gloss-paren"">)</span>.</p>"
Portuguese,Aladim,Pronunciation,, IPA: /ˌa.la.ˈd͡ʒĩ/, (Brazil) IPA(key): /ˌa.la.ˈd͡ʒĩ/,"<li id=""mwCQ""> <span class=""ib-brac"" id=""mwCg""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/Brazilian%20Portuguese"" title=""w:Brazilian Portuguese"">Brazil</a></span></span><span class=""ib-brac"" id=""mwCw""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ˌa.la.ˈd͡ʒĩ/</span></li>"
Portuguese,Aladim,Proper noun, m, Aladdin , (Arabian folklore) Aladdin (young man who finds a lamp with a genie),"<li id=""mwEg""> <span class=""ib-brac"" id=""mwEw"">(</span><span class=""ib-content"">Arabian folklore</span><span class=""ib-brac"" id=""mwFA"">)</span> <span class=""Latn"" id=""mwFQ"" lang=""en""><a href=""Aladdin.html"" title=""Aladdin"">Aladdin</a></span> <span class=""gloss-brac"" id=""mwFg"">(</span><span class=""gloss-content"">young man who finds a lamp with a genie</span><span class=""gloss-brac"" id=""mwFw"">)</span></li>"
Portuguese,Aladin,Proper noun, m,Alternative spelling of Aladim, Alternative spelling of Aladim,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Aladim.html"" title=""Aladim"">Aladim</a></i></span></span></li>"
Portuguese,Alagoa,Proper noun,,Alagoa ," Alagoa (municipality in the state of Minas Gerais, Brazil)","<li id=""mwBg""> <span class=""Latn"" id=""mwBw"" lang=""en""><a href="""" title=""Alagoa"">Alagoa</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Minas Gerais, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Alagoinhas,Proper noun,,Alagoinhas ," Alagoinhas (municipality in the state of Bahia, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Alagoinhas"">Alagoinhas</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of Bahia, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Alahabad,Proper noun, f,Alternative form of Allahabad, Alternative form of Allahabad,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative form of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Allahabad.html"" title=""Allahabad"">Allahabad</a></i></span></span></li>"
Portuguese,Alambari,Proper noun, f,Alambari ," Alambari (municipality in the state of São Paulo, Brazil)","<li id=""mwBQ""> <span class=""Latn"" id=""mwBg"" lang=""en""><a href="""" title=""Alambari"">Alambari</a></span><span> </span><span class=""gloss-brac"">(</span><span class=""gloss-content"">municipality in the state of São Paulo, Brazil</span><span class=""gloss-brac"">)</span></li>"
Portuguese,Alambra,Proper noun, f,Alternative spelling of Alhambra, Alternative spelling of Alhambra,"<li id=""mwBQ""> <span class=""form-of-definition"" id=""mwBg"">Alternative spelling of <span class=""form-of-definition-link""><i class=""Latn mention"" lang=""pt""><a href=""Alhambra.html"" title=""Alhambra"">Alhambra</a></i></span></span></li>"
Portuguese,Alandroal,Pronunciation,," IPA: /ɐlɐ̃dɾuˈaɫ/,  Audio "," (Portugal) IPA(key): /ɐlɐ̃dɾuˈaɫ/,  Audio (Portugal)(file)","<li id=""mwAg""> <span class=""ib-brac"" id=""mwAw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/European%20Portuguese"" title=""w:European Portuguese"">Portugal</a></span></span><span class=""ib-brac"" id=""mwBA""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/ɐlɐ̃dɾuˈaɫ/</span></li>, <li id=""mwBw""> <table class=""audiotable"" id=""mwCA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Portugal)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Portuguese,Alandroal,Proper noun, m,"A village and municipality in Évora, Portugal."," A village and municipality in Évora, Portugal.","<li id=""mwDg""> <span id=""mwDw"">A village and municipality in </span><span class=""Latn"" lang=""en""><a href=""%C3%89vora.html"" title=""Évora"">Évora</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Portugal.html"" title=""Portugal"">Portugal</a></span><span>.</span></li>"
Portuguese,Alandroal,Related terms,,alandroalense, alandroalense,"<li id=""mwEg""> <span class=""Latn"" id=""mwEw"" lang=""pt"">alandroalense</span></li>"
Portuguese,Albergaria-a-Velha,Pronunciation,," IPA: /aɫβɨɾɣɐˈɾi.a ˈvɛʎɐ/,  Audio "," (Portugal) IPA(key): /aɫβɨɾɣɐˈɾi.a ˈvɛʎɐ/,  Audio (Portugal)(file)","<li id=""mwAg""> <span class=""ib-brac"" id=""mwAw""><span class=""qualifier-brac"">(</span></span><span class=""ib-content""><span class=""qualifier-content""><a class=""external"" href=""https://en.wikipedia.org/wiki/European%20Portuguese"" title=""w:European Portuguese"">Portugal</a></span></span><span class=""ib-brac"" id=""mwBA""><span class=""qualifier-brac"">)</span></span> IPA<sup>(key)</sup><span>:</span><span> </span><span class=""IPA"" lang="""">/aɫβɨɾɣɐˈɾi.a ˈvɛʎɐ/</span></li>, <li id=""mwBw""> <table class=""audiotable"" id=""mwCA"" style=""vertical-align: top; display:inline-block; list-style:none;line-height: 1em; border-collapse:collapse;""><tbody><tr><td class=""unicode audiolink"" style=""padding-right:5px; padding-left: 0;"">Audio (Portugal)</td><td class=""audiofile""></td><td class=""audiometa"" style=""font-size: 80%;"">(file)</td></tr></tbody></table></li>"
Portuguese,Albergaria-a-Velha,Proper noun, f,"A city and municipality in Aveiro, Portugal."," A city and municipality in Aveiro, Portugal.","<li id=""mwDg""> <span id=""mwDw"">A city and municipality in </span><span class=""Latn"" lang=""en""><a href=""Aveiro.html"" title=""Aveiro"">Aveiro</a></span><span>, </span><span class=""Latn"" lang=""en""><a href=""Portugal.html"" title=""Portugal"">Portugal</a></span><span>.</span></li>"
Portuguese,Albergaria-a-Velha,Related terms,,albergariense, albergariense,"<li id=""mwEg""> <span class=""Latn"" id=""mwEw"" lang=""pt"">albergariense</span></li>"
Portuguese,Albufeira,Etymology,,From Arabic اَل ‎ + بُحَيْرَة ‎,"From Arabic اَل ‎(al-, “the”) + بُحَيْرَة ‎(buḥayra, “lake”)","<p id=""mwAg"">From <span class=""etylcleanup"" id=""mwAw""><span class=""etyl""><a class=""external"" href=""https://en.wikipedia.org/wiki/Arabic%20language"" title=""w:Arabic language"">Arabic</a></span></span> <i class=""Arab mention"" id=""mwBQ"" lang=""ar""><a href=""%D8%A7%D9%84.html"" title=""ال"">اَل</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">al-</span><span>, </span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">the</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwBg"">)</span> + <i class=""Arab mention"" id=""mwBw"" lang=""ar""><a href=""%D8%A8%D8%AD%D9%8A%D8%B1%D8%A9.html"" title=""بحيرة"">بُحَيْرَة</a></i><span> </span><span>‎</span><span class=""mention-gloss-paren"">(</span><span class=""tr mention-tr"" lang="""">buḥayra</span><span>, </span><span class=""mention-gloss-double-quote"">“</span><span class=""mention-gloss"">lake</span><span class=""mention-gloss-double-quote"">”</span><span class=""mention-gloss-paren"" id=""mwCA"">)</span></p>"
